,articleNo,token (raw text),token (lowercase),lemma,POS,entity IOB,entity type
4212,309,BOOKS,books,book,NNS,O,
4213,309,:,:,:,:,O,
4214,309,A,a,a,DT,O,
4215,309,FEW,few,few,JJ,O,
4216,309,TITLES,titles,TITLES,NNP,O,
4217,309,FROM,from,from,IN,O,
4218,309,1880,1880,1880,CD,B,DATE
4219,309,TO,to,to,IN,I,DATE
4220,309,1940,1940,1940,CD,I,DATE
4221,310,The,the,the,DT,O,
4222,310,History,history,history,NN,O,
4223,310,of,of,of,IN,O,
4224,310,Oxford,oxford,Oxford,NNP,B,ORG
4225,310,University,university,University,NNP,I,ORG
4226,310,Press,press,Press,NNP,I,ORG
4227,310,(,(,(,-LRB-,O,
4228,310,Volumes,volumes,Volumes,NNP,B,PERSON
4229,310,I,i,I,NNP,I,PERSON
4230,310,-,-,-,HYPH,I,PERSON
4231,310,III,iii,III,NNP,I,PERSON
4232,310,),),),-RRB-,O,
4233,311,PRINTING,printing,PRINTING,NNP,O,
4234,311,",",",",",",",",O,
4235,311,PUBLISHING,publishing,PUBLISHING,NNP,O,
4236,311,",",",",",",",",O,
4237,311,AND,and,and,CC,O,
4238,311,BOOK,book,BOOK,NNP,O,
4239,311,CULTURE,culture,CULTURE,NNP,O,
4240,311,IN,in,in,IN,O,
4241,311,PREMODERN,premodern,PREMODERN,NNP,O,
4242,311,CHINA,china,CHINA,NNP,O,
4243,312,About,about,about,IN,O,
4244,312,geography,geography,geography,NN,O,
4245,312,of,of,of,IN,O,
4246,312,production,production,production,NN,O,
4247,312,of,of,of,IN,O,
4248,312,the,the,the,DT,O,
4249,312,Russian,russian,russian,JJ,B,NORP
4250,312,handwritten,handwritten,handwritten,JJ,O,
4251,312,books,books,book,NNS,O,
4252,312,in,in,in,IN,O,
4253,312,the,the,the,DT,B,DATE
4254,312,16th,16th,16th,JJ,I,DATE
4255,312,century,century,century,NN,I,DATE
4256,312,(,(,(,-LRB-,O,
4257,312,materials,materials,material,NNS,O,
4258,312,to,to,to,TO,O,
4259,312,book,book,book,NN,O,
4260,312,history,history,history,NN,O,
4261,312,in,in,in,IN,O,
4262,312,Russia,russia,Russia,NNP,B,GPE
4263,312,),),),-RRB-,O,
4264,313,THE,the,the,DT,O,
4265,313,STORY,story,story,NN,O,
4266,313,OF,of,of,IN,O,
4267,313,ONE,one,one,CD,B,CARDINAL
4268,313,PEASANT,peasant,peasant,NN,O,
4269,313,FAMILY,family,FAMILY,NNP,O,
4270,313,AND,and,and,CC,O,
4271,313,OLD,old,old,JJ,O,
4272,313,BELIEVER,believer,BELIEVER,NNS,O,
4273,313,MANUSCRIPTS,manuscripts,MANUSCRIPTS,NNP,O,
4274,313,OF,of,of,IN,O,
4275,313,THE,the,the,DT,O,
4276,313,LATE,late,late,JJ,O,
4277,313,XX,xx,XX,NNP,O,
4278,313,CENTURY,century,CENTURY,NNP,O,
4279,313,:,:,:,:,O,
4280,313,RECENT,recent,recent,JJ,O,
4281,313,ACQUISITIONS,acquisitions,acquisition,NNS,O,
4282,313,OF,of,of,IN,O,
4283,313,RARE,rare,RARE,NNP,O,
4284,313,BOOKS,books,BOOKS,NNP,O,
4285,313,AND,and,and,CC,O,
4286,313,MANUSCRIPTS,manuscripts,MANUSCRIPTS,NNP,B,ORG
4287,313,DEPARTMENT,department,DEPARTMENT,NNP,I,ORG
4288,313,OF,of,of,IN,I,ORG
4289,313,TOMSK,tomsk,TOMSK,NNP,I,ORG
4290,313,STATE,state,STATE,NNP,I,ORG
4291,313,UNIVERSITY,university,UNIVERSITY,NNP,I,ORG
4292,313,RESEARCH,research,RESEARCH,NNP,B,PERSON
4293,313,LIBRARY,library,LIBRARY,NNP,I,PERSON
4294,314,The,the,the,DT,O,
4295,314,Gandhi,gandhi,Gandhi,NNP,O,
4296,314,Story,story,Story,NNP,O,
4297,314,:,:,:,:,O,
4298,314,An,an,an,DT,O,
4299,314,Official,official,official,JJ,O,
4300,314,Indian,indian,Indian,NNP,O,
4301,314,Comic,comic,Comic,NNP,O,
4302,314,Book,book,Book,NNP,O,
4303,314,History,history,history,NN,O,
4304,314,of,of,of,IN,O,
4305,314,the,the,the,DT,O,
4306,314,Mahatma,mahatma,Mahatma,NNP,B,PERSON
4307,315,Introducing,introducing,introduce,VBG,O,
4308,315,English,english,English,NNP,O,
4309,315,Medieval,medieval,Medieval,NNP,O,
4310,315,Book,book,Book,NNP,O,
4311,315,History,history,history,NN,O,
4312,315,:,:,:,:,O,
4313,315,Manuscripts,manuscripts,manuscript,NNS,O,
4314,315,",",",",",",",",O,
4315,315,their,their,their,PRP$,O,
4316,315,Producers,producers,producer,NNS,O,
4317,315,and,and,and,CC,O,
4318,315,their,their,their,PRP$,O,
4319,315,Readers,readers,reader,NNS,B,PRODUCT
4320,315,.,.,.,.,O,
4321,316,A,a,a,DT,O,
4322,316,Curatorial,curatorial,Curatorial,NNP,O,
4323,316,Model,model,Model,NNP,O,
4324,316,for,for,for,IN,O,
4325,316,Teaching,teaching,Teaching,NNP,O,
4326,316,Renaissance,renaissance,Renaissance,NNP,O,
4327,316,Book,book,Book,NNP,O,
4328,316,History,history,History,NNP,O,
4329,316,in,in,in,IN,O,
4330,316,Canada,canada,Canada,NNP,B,GPE
4331,317,Do,do,do,VBP,O,
4332,317,Women,women,woman,NNS,O,
4333,317,Have,have,have,VB,O,
4334,317,a,a,a,DT,O,
4335,317,Book,book,Book,NNP,O,
4336,317,History,history,history,NN,O,
4337,317,?,?,?,.,O,
4338,318,Blind,blind,Blind,NNP,B,ORG
4339,318,Impressions,impressions,Impressions,NNPS,I,ORG
4340,318,:,:,:,:,I,ORG
4341,318,Methods,methods,method,NNS,I,ORG
4342,318,and,and,and,CC,I,ORG
4343,318,Mythologies,mythologies,Mythologies,NNPS,I,ORG
4344,318,in,in,in,IN,I,ORG
4345,318,Book,book,Book,NNP,I,ORG
4346,318,History,history,History,NNP,I,ORG
4347,318,.,.,.,.,O,
4348,319,Editorial,editorial,editorial,JJ,O,
4349,319,craft,craft,craft,NN,O,
4350,319,and,and,and,CC,O,
4351,319,francophone,francophone,francophone,JJ,O,
4352,319,African,african,african,JJ,B,NORP
4353,319,literature,literature,literature,NN,O,
4354,319,:,:,:,:,O,
4355,319,The,the,the,DT,O,
4356,319,case,case,case,NN,O,
4357,319,of,of,of,IN,O,
4358,319,Malick,malick,Malick,NNP,O,
4359,319,Fall,fall,Fall,NNP,O,
4360,320,Prosopography,prosopography,prosopography,NN,O,
4361,320,of,of,of,IN,O,
4362,320,the,the,the,DT,O,
4363,320,Book,book,Book,NNP,O,
4364,320,and,and,and,CC,O,
4365,320,the,the,the,DT,O,
4366,320,Politics,politics,Politics,NNPS,O,
4367,320,of,of,of,IN,O,
4368,320,Legal,legal,Legal,NNP,O,
4369,320,Language,language,Language,NNP,O,
4370,320,in,in,in,IN,O,
4371,320,Late,late,Late,NNP,O,
4372,320,Medieval,medieval,Medieval,NNP,O,
4373,320,England,england,England,NNP,O,
4374,321,The,the,the,DT,O,
4375,321,discourse,discourse,discourse,NN,O,
4376,321,on,on,on,IN,O,
4377,321,printed,printed,print,VBN,O,
4378,321,and,and,and,CC,O,
4379,321,electronic,electronic,electronic,JJ,O,
4380,321,books,books,book,NNS,O,
4381,321,:,:,:,:,O,
4382,321,analogies,analogies,analogy,NNS,O,
4383,321,",",",",",",",",O,
4384,321,oppositions,oppositions,opposition,NNS,O,
4385,321,",",",",",",",",O,
4386,321,and,and,and,CC,O,
4387,321,perspectives,perspectives,perspective,NNS,O,
4388,322,UNESCO,unesco,UNESCO,NNP,B,ORG
4389,322,and,and,and,CC,O,
4390,322,the,the,the,DT,B,WORK_OF_ART
4391,322,Book,book,Book,NNP,I,WORK_OF_ART
4392,322,in,in,in,IN,I,WORK_OF_ART
4393,322,the,the,the,DT,I,WORK_OF_ART
4394,322,Developing,developing,develop,VBG,I,WORK_OF_ART
4395,322,World,world,world,NN,I,WORK_OF_ART
4396,323,Crossing,crossing,cross,VBG,O,
4397,323,media,media,media,NN,O,
4398,323,boundaries,boundaries,boundary,NNS,O,
4399,323,:,:,:,:,O,
4400,323,Adaptations,adaptations,adaptation,NNS,O,
4401,323,and,and,and,CC,O,
4402,323,new,new,new,JJ,O,
4403,323,media,media,medium,NNS,O,
4404,323,forms,forms,form,NNS,O,
4405,323,of,of,of,IN,O,
4406,323,the,the,the,DT,O,
4407,323,book,book,book,NN,O,
4408,324,THE,the,the,DT,O,
4409,324,TRANS,trans,TRANS,NNP,O,
4410,324,-,-,-,HYPH,O,
4411,324,SAHARAN,saharan,SAHARAN,NNP,O,
4412,324,BOOK,book,BOOK,NNP,O,
4413,324,TRADE,trade,TRADE,NNP,O,
4414,324,:,:,:,:,O,
4415,324,MANUSCRIPT,manuscript,MANUSCRIPT,NNP,O,
4416,324,CULTURE,culture,CULTURE,NNP,O,
4417,324,",",",",",",",",O,
4418,324,ARABIC,arabic,arabic,JJ,B,ORG
4419,324,LITERACY,literacy,LITERACY,NNP,I,ORG
4420,324,AND,and,and,CC,O,
4421,324,INTELLECTUAL,intellectual,intellectual,JJ,O,
4422,324,HISTORY,history,history,NN,O,
4423,324,IN,in,in,IN,O,
4424,324,MUSLIM,muslim,MUSLIM,NNP,B,GPE
4425,324,AFRICA,africa,AFRICA,NNP,I,GPE
4426,325,British,british,British,NNP,B,ORG
4427,325,School,school,School,NNP,I,ORG
4428,325,Atlases,atlases,Atlases,NNPS,I,ORG
4429,325,",",",",",",",",O,
4430,325,1880,1880,1880,CD,B,DATE
4431,325,-,-,-,SYM,I,DATE
4432,325,1930,1930,1930,CD,I,DATE
4433,325,:,:,:,:,O,
4434,325,Questions,questions,question,NNS,O,
4435,325,of,of,of,IN,O,
4436,325,Relevance,relevance,Relevance,NNP,O,
4437,325,",",",",",",",",O,
4438,325,Credibility,credibility,Credibility,NNP,O,
4439,325,and,and,and,CC,O,
4440,325,Authorship,authorship,Authorship,NNP,O,
4441,325,in,in,in,IN,O,
4442,325,the,the,the,DT,O,
4443,325,Production,production,Production,NNP,O,
4444,325,of,of,of,IN,O,
4445,325,Geographical,geographical,geographical,JJ,O,
4446,325,Knowledge,knowledge,Knowledge,NNP,O,
4447,326,Blind,blind,Blind,NNP,B,ORG
4448,326,Impressions,impressions,Impressions,NNPS,I,ORG
4449,326,:,:,:,:,I,ORG
4450,326,Methods,methods,method,NNS,I,ORG
4451,326,and,and,and,CC,I,ORG
4452,326,Mythologies,mythologies,Mythologies,NNPS,I,ORG
4453,326,in,in,in,IN,I,ORG
4454,326,Book,book,Book,NNP,I,ORG
4455,326,History,history,History,NNP,I,ORG
4456,327,More,more,More,JJR,O,
4457,327,on,on,on,IN,O,
4458,327,the,the,the,DT,O,
4459,327,Greek,greek,greek,JJ,B,NORP
4460,327,fable,fable,fable,NN,O,
4461,327,and,and,and,CC,O,
4462,327,its,its,its,PRP$,O,
4463,327,origins,origins,origin,NNS,O,
4464,328,Early,early,early,JJ,B,ORG
4465,328,African,african,african,JJ,I,ORG
4466,328,American,american,American,NNP,I,ORG
4467,328,Historians,historians,Historians,NNPS,I,ORG
4468,328,:,:,:,:,I,ORG
4469,328,A,a,a,DT,I,ORG
4470,328,Book,book,Book,NNP,I,ORG
4471,328,History,history,History,NNP,I,ORG
4472,328,and,and,and,CC,O,
4473,328,Historiography,historiography,Historiography,NNP,B,PERSON
4474,328,Approach,approach,Approach,NNP,I,PERSON
4475,328,-,-,-,:,I,PERSON
4476,328,The,the,the,DT,I,PERSON
4477,328,Case,case,Case,NNP,I,PERSON
4478,328,of,of,of,IN,I,PERSON
4479,328,William,william,William,NNP,B,PERSON
4480,328,Cooper,cooper,Cooper,NNP,I,PERSON
4481,328,Nell,nell,Nell,NNP,I,PERSON
4482,328,(,(,(,-LRB-,O,
4483,328,1816,1816,1816,CD,B,DATE
4484,328,-,-,-,SYM,I,DATE
4485,328,1874,1874,1874,CD,I,DATE
4486,328,),),),-RRB-,O,
4487,329,INTRODUCTION,introduction,INTRODUCTION,NNP,O,
4488,329,:,:,:,:,O,
4489,329,WORLD,world,WORLD,NNP,O,
4490,329,LITERATURE,literature,LITERATURE,NNP,O,
4491,329,AND,and,and,CC,O,
4492,329,THE,the,the,DT,B,ORG
4493,329,IMPERIAL,imperial,IMPERIAL,NNP,I,ORG
4494,329,TEXTUAL,textual,textual,NN,I,ORG
4495,329,COMMONS,commons,common,NNS,I,ORG
4496,330,Transnationalism,transnationalism,transnationalism,JJ,O,
4497,330,and,and,and,CC,O,
4498,330,a,a,a,DT,O,
4499,330,Model,model,Model,NNP,O,
4500,330,for,for,for,IN,O,
4501,330,Scandinavian,scandinavian,Scandinavian,NNP,O,
4502,330,Pre,pre,Pre,NNP,O,
4503,330,-,-,-,NNP,O,
4504,330,Reformation,reformation,Reformation,NNP,O,
4505,330,Book,book,Book,NNP,O,
4506,330,History,history,History,NNP,O,
4507,330,Conclusion,conclusion,Conclusion,NNP,O,
4508,331,Recollecting,recollecting,recollect,VBG,O,
4509,331,Alfredian,alfredian,Alfredian,NNP,O,
4510,331,English,english,English,NNP,O,
4511,331,in,in,in,IN,O,
4512,331,the,the,the,DT,O,
4513,331,Sixteenth,sixteenth,Sixteenth,NNP,B,DATE
4514,331,Century,century,Century,NNP,O,
4515,332,The,the,the,DT,B,ORG
4516,332,Urdu,urdu,Urdu,NNP,I,ORG
4517,332,-,-,-,HYPH,I,ORG
4518,332,Language,language,Language,NNP,I,ORG
4519,332,Khushtar,khushtar,Khushtar,NNP,I,ORG
4520,332,Ramayan,ramayan,Ramayan,NNP,I,ORG
4521,332,:,:,:,:,O,
4522,332,Verbal-,verbal-,Verbal-,NNP,O,
4523,332,and,and,and,CC,O,
4524,332,Visual,visual,Visual,NNP,B,ORG
4525,332,-,-,-,HYPH,I,ORG
4526,332,Narrative,narrative,Narrative,NNP,I,ORG
4527,332,Repertoires,repertoires,Repertoires,NNPS,I,ORG
4528,332,and,and,and,CC,O,
4529,332,',',',``,O,
4530,332,Sense,sense,sense,NN,O,
4531,332,of,of,of,IN,O,
4532,332,Place,place,Place,NNP,O,
4533,332,',',','',O,
4534,333,Where,where,where,WRB,O,
4535,333,to,to,to,TO,O,
4536,333,Do,do,do,VB,O,
4537,333,Things,things,thing,NNS,O,
4538,333,with,with,with,IN,O,
4539,333,Words,words,Words,NNPS,B,ORG
4540,333,Circulating,circulating,Circulating,NNP,I,ORG
4541,333,Books,books,Books,NNPS,I,ORG
4542,333,",",",",",",",",O,
4543,333,Decorating,decorating,Decorating,NNP,B,ORG
4544,333,Rooms,rooms,Rooms,NNP,I,ORG
4545,333,and,and,and,CC,O,
4546,333,Locating,locating,Locating,NNP,O,
4547,333,Modern,modern,Modern,NNP,O,
4548,333,Reading,reading,reading,NN,O,
4549,334,Knowledge,knowledge,Knowledge,NNP,O,
4550,334,Space,space,Space,NNP,O,
4551,334,Revisited,revisited,revisit,VBN,O,
4552,334,:,:,:,:,O,
4553,334,Challenges,challenges,challenge,NNS,O,
4554,334,for,for,for,IN,O,
4555,334,Twenty,twenty,Twenty,NNP,B,DATE
4556,334,-,-,-,HYPH,I,DATE
4557,334,First,first,First,NNP,I,DATE
4558,334,Century,century,Century,NNP,I,DATE
4559,334,Library,library,Library,NNP,I,DATE
4560,334,and,and,and,CC,O,
4561,334,Information,information,Information,NNP,O,
4562,334,Science,science,Science,NNP,O,
4563,334,Researchers,researchers,researcher,NNS,O,
4564,335,On,on,on,IN,O,
4565,335,books,books,book,NNS,O,
4566,335,and,and,and,CC,O,
4567,335,dedications,dedications,dedication,NNS,O,
4568,335,:,:,:,:,O,
4569,335,D.,d.,D.,NNP,O,
4570,335,John,john,John,NNP,O,
4571,335,and,and,and,CC,O,
4572,335,the,the,the,DT,B,LOC
4573,335,Casa,casa,Casa,NNP,I,LOC
4574,335,Literaria,literaria,Literaria,NNP,I,LOC
4575,335,do,do,do,VBP,O,
4576,335,Arco,arco,Arco,NNP,O,
4577,335,do,do,do,VB,O,
4578,335,Cego,cego,Cego,NNP,O,
4579,335,(,(,(,-LRB-,O,
4580,335,1799,1799,1799,CD,B,DATE
4581,335,-,-,-,SYM,I,DATE
4582,335,1801,1801,1801,CD,I,DATE
4583,335,),),),-RRB-,O,
4584,336,Jane,jane,Jane,NNP,B,PERSON
4585,336,Cave,cave,Cave,NNP,I,PERSON
4586,336,Winscom,winscom,Winscom,NNP,I,PERSON
4587,336,:,:,:,:,I,PERSON
4588,336,Provincial,provincial,Provincial,NNP,O,
4589,336,Poetry,poetry,Poetry,NNP,O,
4590,336,and,and,and,CC,O,
4591,336,the,the,the,DT,B,ORG
4592,336,Metropolitan,metropolitan,Metropolitan,NNP,I,ORG
4593,336,Connection,connection,Connection,NNP,I,ORG
4594,337,THE,the,the,DT,O,
4595,337,MAKING,making,making,NN,O,
4596,337,OF,of,of,IN,O,
4597,337,JOSE,jose,JOSE,NNP,O,
4598,337,GARCIA,garcia,GARCIA,NNP,O,
4599,337,VILLA,villa,VILLA,NNP,O,
4600,337,'S,'s,'s,POS,O,
4601,337,FOOTNOTE,footnote,FOOTNOTE,NNP,O,
4602,337,TO,to,to,IN,O,
4603,337,YOUTH,youth,YOUTH,VBN,O,
4604,338,An,an,an,DT,O,
4605,338,Introduction,introduction,introduction,NN,O,
4606,338,to,to,to,IN,O,
4607,338,Book,book,Book,NNP,O,
4608,338,History,history,History,NNP,O,
4609,338,",",",",",",",",O,
4610,338,2nd,2nd,2nd,NN,B,DATE
4611,338,edition,edition,edition,NN,O,
4612,339,The,the,the,DT,O,
4613,339,book,book,book,NN,O,
4614,339,remains,remains,remain,VBZ,O,
4615,339,.,.,.,.,O,
4616,339,Studies,studies,study,NNS,O,
4617,339,in,in,in,IN,O,
4618,339,Book,book,Book,NNP,O,
4619,339,History,history,History,NNP,O,
4620,339,in,in,in,IN,O,
4621,339,Honour,honour,Honour,NNP,O,
4622,339,of,of,of,IN,O,
4623,339,Alison,alison,Alison,NNP,B,PERSON
4624,339,Saunder,saunder,Saunder,NNP,I,PERSON
4625,340,The,the,the,DT,B,WORK_OF_ART
4626,340,Hymn,hymn,Hymn,NNP,I,WORK_OF_ART
4627,340,Book,book,Book,NNP,I,WORK_OF_ART
4628,340,as,as,as,IN,O,
4629,340,a,a,a,DT,O,
4630,340,Life,life,Life,NNP,O,
4631,340,Companion,companion,Companion,NNP,O,
4632,340,.,.,.,.,O,
4633,340,Studies,studies,study,NNS,O,
4634,340,on,on,on,IN,O,
4635,340,the,the,the,DT,O,
4636,340,Significance,significance,significance,NN,O,
4637,340,of,of,of,IN,O,
4638,340,the,the,the,DT,O,
4639,340,Hymn,hymn,Hymn,NNP,O,
4640,340,Book,book,Book,NNP,O,
4641,340,history,history,history,NN,O,
4642,340,of,of,of,IN,O,
4643,340,for,for,for,IN,O,
4644,340,Piety,piety,Piety,NNP,O,
4645,340,and,and,and,CC,O,
4646,340,Pastoral,pastoral,Pastoral,NNP,O,
4647,340,care,care,care,NN,O,
4648,341,Pragmatics,pragmatics,pragmatic,NNS,O,
4649,341,on,on,on,IN,O,
4650,341,the,the,the,DT,O,
4651,341,Page,page,page,NN,O,
4652,341,:,:,:,:,O,
4653,341,Visual,visual,visual,JJ,O,
4654,341,text,text,text,NN,O,
4655,341,in,in,in,IN,O,
4656,341,late,late,late,JJ,O,
4657,341,medieval,medieval,medieval,JJ,O,
4658,341,English,english,english,JJ,B,LANGUAGE
4659,341,books,books,book,NNS,O,
4660,342,Temperature,temperature,temperature,NN,O,
4661,342,in,in,in,IN,O,
4662,342,Science,science,Science,NNP,B,ORG
4663,342,Textbooks,textbooks,Textbooks,NNPS,I,ORG
4664,342,:,:,:,:,I,ORG
4665,342,Changes,changes,change,NNS,I,ORG
4666,342,and,and,and,CC,I,ORG
4667,342,Trends,trends,Trends,NNPS,I,ORG
4668,342,in,in,in,IN,O,
4669,342,Cross,cross,Cross,NNP,B,ORG
4670,342,-,-,-,NNP,I,ORG
4671,342,National,national,National,NNP,I,ORG
4672,342,Perspective,perspective,Perspective,NNP,I,ORG
4673,342,(,(,(,-LRB-,O,
4674,342,1950,1950,1950,CD,B,DATE
4675,342,-,-,-,SYM,I,DATE
4676,342,2000,2000,2000,CD,I,DATE
4677,342,),),),-RRB-,O,
4678,343,Postcolonial,postcolonial,postcolonial,JJ,O,
4679,343,print,print,print,NN,O,
4680,343,cultures,cultures,culture,NNS,O,
4681,343,Introduction,introduction,introduction,NN,O,
4682,344,History,history,History,NNP,B,ORG
4683,344,Education,education,Education,NNP,I,ORG
4684,344,and,and,and,CC,O,
4685,344,the,the,the,DT,B,ORG
4686,344,Construction,construction,Construction,NNP,I,ORG
4687,344,of,of,of,IN,I,ORG
4688,344,National,national,National,NNP,I,ORG
4689,344,Identities,identities,Identities,NNPS,I,ORG
4690,345,Blurring,blurring,blur,VBG,O,
4691,345,the,the,the,DT,O,
4692,345,Boundaries,boundaries,Boundaries,NNPS,O,
4693,345,:,:,:,:,O,
4694,345,Fourteen,fourteen,fourteen,CD,B,CARDINAL
4695,345,Great,great,Great,NNP,B,ORG
4696,345,Detective,detective,Detective,NNP,I,ORG
4697,345,Stories,stories,Stories,NNPS,I,ORG
4698,345,and,and,and,CC,O,
4699,345,Joyce,joyce,Joyce,NNP,B,ORG
4700,345,'s,'s,'s,POS,I,ORG
4701,345,A,a,a,DT,I,ORG
4702,345,Portrait,portrait,Portrait,NNP,I,ORG
4703,345,of,of,of,IN,I,ORG
4704,345,the,the,the,DT,I,ORG
4705,345,Artist,artist,Artist,NNP,B,NORP
4706,345,as,as,as,IN,O,
4707,345,a,a,a,DT,O,
4708,345,Young,young,Young,NNP,B,WORK_OF_ART
4709,345,Man,man,Man,NNP,I,WORK_OF_ART
4710,345,in,in,in,IN,O,
4711,345,the,the,the,DT,B,ORG
4712,345,Modern,modern,Modern,NNP,I,ORG
4713,345,Library,library,Library,NNP,I,ORG
4714,345,Series,series,Series,NNP,I,ORG
4715,346,A,a,a,DT,O,
4716,346,DECADE,decade,decade,NN,O,
4717,346,OF,of,of,IN,O,
4718,346,ALFONSO,alfonso,ALFONSO,NNP,O,
4719,346,DE,de,DE,NNP,O,
4720,346,PALENCIA,palencia,PALENCIA,NNP,O,
4721,346,RECOVERED,recovered,recover,VBD,O,
4722,346,:,:,:,:,O,
4723,346,THE,the,the,DT,O,
4724,346,SECOND,second,second,JJ,B,ORDINAL
4725,346,PART,part,part,NN,O,
4726,346,OF,of,of,IN,O,
4727,346,ANTIGUEDADES,antiguedades,ANTIGUEDADES,NNP,O,
4728,346,DE,de,DE,NNP,O,
4729,346,ESPANA,espana,ESPANA,NNP,O,
4730,347,BLIND,blind,blind,JJ,B,ORG
4731,347,IMPRESSIONS,impressions,impression,NNS,I,ORG
4732,347,METHODS,methods,method,NNS,O,
4733,347,AND,and,and,CC,O,
4734,347,MYTHOLOGIES,mythologies,MYTHOLOGIES,NNP,O,
4735,347,IN,in,in,IN,O,
4736,347,BOOK,book,BOOK,NNP,O,
4737,347,HISTORY,history,HISTORY,NNP,O,
4738,347,Introduction,introduction,introduction,NN,O,
4739,348,Book,book,Book,NNP,O,
4740,348,History,history,History,NNP,O,
4741,348,and,and,and,CC,O,
4742,348,Book,book,Book,NNP,O,
4743,348,Histories,histories,Histories,NNPS,O,
4744,348,:,:,:,:,O,
4745,348,On,on,on,IN,O,
4746,348,the,the,the,DT,O,
4747,348,Making,making,making,NN,O,
4748,348,of,of,of,IN,O,
4749,348,Lists,lists,list,NNS,B,NORP
4750,349,Wild,wild,wild,JJ,O,
4751,349,bibliography,bibliography,bibliography,NN,O,
4752,349,:,:,:,:,O,
4753,349,the,the,the,DT,O,
4754,349,rise,rise,rise,NN,O,
4755,349,and,and,and,CC,O,
4756,349,fall,fall,fall,NN,O,
4757,349,of,of,of,IN,O,
4758,349,book,book,book,NN,O,
4759,349,history,history,history,NN,O,
4760,349,in,in,in,IN,O,
4761,349,the,the,the,DT,B,DATE
4762,349,nineteenth,nineteenth,nineteenth,JJ,I,DATE
4763,349,century,century,century,NN,I,DATE
4764,350,Blind,blind,Blind,NNP,B,ORG
4765,350,Impressions,impressions,Impressions,NNPS,I,ORG
4766,350,:,:,:,:,I,ORG
4767,350,Methods,methods,method,NNS,I,ORG
4768,350,and,and,and,CC,I,ORG
4769,350,Mythologies,mythologies,Mythologies,NNPS,I,ORG
4770,350,in,in,in,IN,I,ORG
4771,350,Book,book,Book,NNP,I,ORG
4772,350,History,history,History,NNP,I,ORG
4773,351,Le,le,Le,NNP,O,
4774,351,Livre,livre,Livre,NNP,O,
4775,351,demeure,demeure,demeure,NN,O,
4776,351,:,:,:,:,O,
4777,351,Studies,studies,study,NNS,O,
4778,351,in,in,in,IN,O,
4779,351,Book,book,Book,NNP,O,
4780,351,History,history,History,NNP,O,
4781,351,in,in,in,IN,O,
4782,351,Honor,honor,Honor,NNP,O,
4783,351,of,of,of,IN,O,
4784,351,Alison,alison,Alison,NNP,B,ORG
4785,351,Saunders,saunders,Saunders,NNP,I,ORG
4786,351,.,.,.,.,O,
4787,352,Paleontology,paleontology,paleontology,NN,O,
4788,352,in,in,in,IN,O,
4789,352,Parts,parts,Parts,NNP,O,
4790,352,Richard,richard,Richard,NNP,B,PERSON
4791,352,Owen,owen,Owen,NNP,I,PERSON
4792,352,",",",",",",",",O,
4793,352,William,william,William,NNP,B,PERSON
4794,352,John,john,John,NNP,I,PERSON
4795,352,Broderip,broderip,Broderip,NNP,I,PERSON
4796,352,",",",",",",",",O,
4797,352,and,and,and,CC,O,
4798,352,the,the,the,DT,B,ORG
4799,352,Serialization,serialization,Serialization,NNP,I,ORG
4800,352,of,of,of,IN,I,ORG
4801,352,Science,science,Science,NNP,I,ORG
4802,352,in,in,in,IN,O,
4803,352,Early,early,early,JJ,O,
4804,352,Victorian,victorian,Victorian,NNP,O,
4805,352,Britain,britain,Britain,NNP,O,
4806,353,Research,research,research,NN,O,
4807,353,of,of,of,IN,O,
4808,353,History,history,History,NNP,O,
4809,353,of,of,of,IN,O,
4810,353,Azerbaijani,azerbaijani,Azerbaijani,NNP,O,
4811,353,Literature,literature,Literature,NNP,O,
4812,353,With,with,with,IN,O,
4813,353,New,new,New,NNP,O,
4814,353,Method,method,Method,NNP,O,
4815,353,and,and,and,CC,O,
4816,353,Emin,emin,Emin,NNP,O,
4817,353,Abid,abid,Abid,NNP,O,
4818,354,Northrop,northrop,Northrop,NNP,B,PERSON
4819,354,Frye,frye,Frye,NNP,I,PERSON
4820,354,and,and,and,CC,O,
4821,354,the,the,the,DT,B,ORG
4822,354,Book,book,Book,NNP,I,ORG
4823,354,as,as,as,IN,I,ORG
4824,354,Metaphor,metaphor,Metaphor,NNP,I,ORG
4825,354,and,and,and,CC,O,
4826,354,Material,material,Material,NNP,B,ORG
4827,354,Artefact,artefact,Artefact,NNP,I,ORG
4828,355,Publishing,publishing,Publishing,NNP,B,ORG
4829,355,Culture,culture,Culture,NNP,I,ORG
4830,355,and,and,and,CC,O,
4831,355,the,the,the,DT,O,
4832,355,',',',``,O,
4833,355,Reading,reading,read,VBG,B,WORK_OF_ART
4834,355,Nation,nation,nation,NN,I,WORK_OF_ART
4835,355,',',','',I,WORK_OF_ART
4836,355,:,:,:,:,O,
4837,355,German,german,German,NNP,B,NORP
4838,355,Book,book,Book,NNP,B,PERSON
4839,355,History,history,history,NN,I,PERSON
4840,355,in,in,in,IN,O,
4841,355,the,the,the,DT,O,
4842,355,Long,long,Long,NNP,O,
4843,355,Nineteenth,nineteenth,Nineteenth,NNP,O,
4844,355,Century,century,Century,NNP,O,
4845,356,Designing,designing,design,VBG,O,
4846,356,the,the,the,DT,O,
4847,356,Space,space,Space,NNP,O,
4848,356,of,of,of,IN,O,
